Customer_ID,Customer_Name,Age,Gender,Location,Product_Category,Product_ID,Purchase_Date,Purchase_Amount,Payment_Method,Rating,Feedback_Comments,Customer_Lifetime_Value,Loyalty_Score,Discount_Applied,Return_Status,Customer_Segment,Preferred_Shopping_Channel,Churn,CLV,Purchase_Frequency,Avg_Purchase_Value,Days_Since_Purchase,Segment
18838,Eve,19,0,0,1,362,2020-01-02 15:00:00,251.1371619720722,1,5,Excellent,1284.899298753037,91,0.1,0,2,1,1,251.1371619720722,1,251.1371619720722,2292,0.0
15393,Alice,54,2,3,1,265,2020-01-02 16:00:00,56.17910253821756,3,2,Excellent,805.5470186365926,11,0.1,0,0,1,1,56.17910253821756,1,56.17910253821756,2292,2.0
18792,Bob,23,2,0,1,392,2020-01-02 17:00:00,94.13005663296069,2,1,,1332.128835211722,6,0.1,1,0,1,1,94.13005663296069,1,94.13005663296069,2292,2.0
18433,Bob,61,2,0,3,608,2020-01-02 18:00:00,60.24192367519557,1,3,Good,823.1837966243362,70,0.1,1,1,2,1,60.24192367519557,1,60.24192367519557,2292,0.0
17513,Eve,35,2,1,2,679,2020-01-02 19:00:00,310.1704760551794,2,3,,3906.989062722836,75,0.1,0,1,0,0,310.1704760551794,1,310.1704760551794,2292,1.0
17041,Eve,39,2,4,2,269,2020-01-02 21:00:00,379.5983431872559,1,5,Good,3151.53226652997,64,0.1,0,1,1,0,484.96177780629284,2,242.48088890314642,2257,1.0
19555,Alice,50,0,0,4,697,2020-01-02 22:00:00,20.05035046699167,3,1,,245.7658485823528,62,0.1,1,1,2,1,502.91584569285186,2,251.45792284642593,2288,0.0
15486,,34,2,1,4,547,2020-01-03 00:00:00,446.4266711870345,0,5,,3628.559226985717,7,0.1,0,0,1,0,688.6473540335185,2,344.32367701675923,2272,1.0
19670,Alice,49,2,3,3,954,2020-01-03 02:00:00,45.75448313358698,1,3,,598.2535250543268,3,0.1,0,0,1,1,45.75448313358698,1,45.75448313358698,2292,2.0
10775,Charlie,59,2,4,2,601,2020-01-03 03:00:00,412.3517911977381,0,1,Good,2371.915699291731,95,0.1,0,2,2,0,412.3517911977381,1,412.3517911977381,2292,1.0
18226,Bob,68,1,3,3,863,2020-01-03 04:00:00,251.5872095547003,2,2,Good,2304.20705281608,14,0.1,1,0,2,1,251.5872095547003,1,251.5872095547003,2292,2.0
13152,Alice,31,1,2,1,626,2020-01-03 05:00:00,424.9236833127263,3,5,,3115.049254940304,18,0.1,0,0,2,0,424.9236833127263,1,424.9236833127263,2292,1.0
11585,Bob,27,1,4,3,834,2020-01-03 06:00:00,304.3624894806928,0,4,,3325.093444456805,94,0.1,0,2,1,0,304.3624894806928,1,304.3624894806928,2292,1.0
13943,Eve,64,2,0,2,478,2020-01-03 07:00:00,344.0981856961008,3,1,Average,2779.99013588214,26,0.1,0,0,2,0,344.0981856961008,1,344.0981856961008,2292,2.0
17555,John,68,2,1,2,300,2020-01-03 08:00:00,496.815764593897,2,4,Excellent,6014.880532392548,47,0.1,0,1,0,0,496.815764593897,1,496.815764593897,2292,1.0
11021,Bob,51,1,4,2,349,2020-01-03 10:00:00,315.7333316330803,0,3,Average,3912.298691794201,47,0.1,0,1,2,0,315.7333316330803,1,315.7333316330803,2291,1.0
13843,Alice,26,0,3,0,508,2020-01-03 11:00:00,235.5574811281252,3,2,,2200.461771766355,31,0.1,0,0,2,1,235.5574811281252,1,235.5574811281252,2291,2.0
16873,Bob,28,2,4,0,212,2020-01-03 14:00:00,68.42200313075075,0,1,Average,624.7811483614095,76,0.1,0,1,2,1,68.42200313075075,1,68.42200313075075,2291,0.0
15675,,31,0,4,3,236,2020-01-03 15:00:00,328.0549528638886,3,1,,4732.590863229367,5,0.1,1,0,1,0,328.0549528638886,1,328.0549528638886,2291,1.0
10161,,56,2,2,0,858,2020-01-03 16:00:00,287.9099130775622,0,4,,1517.443283183921,74,0.1,0,1,0,1,287.9099130775622,1,287.9099130775622,2291,0.0
14297,Alice,64,0,0,3,595,2020-01-03 17:00:00,281.1804849702264,3,2,Good,2694.205988314111,21,0.1,0,0,2,0,281.1804849702264,1,281.1804849702264,2291,2.0
11016,John,41,1,0,1,442,2020-01-03 21:00:00,204.8200159622168,3,2,,1567.613501686482,32,0.1,0,0,2,1,204.8200159622168,1,204.8200159622168,2291,2.0
16439,John,60,1,3,4,832,2020-01-03 23:00:00,392.1111510553403,0,2,,5072.60099793958,89,0.1,0,2,1,0,392.1111510553403,1,392.1111510553403,2291,1.0
17892,Eve,26,1,4,0,882,2020-01-04 00:00:00,394.1233867795249,0,5,Bad,5736.755645199833,77,0.1,0,1,2,0,394.1233867795249,1,394.1233867795249,2291,1.0
16863,John,64,2,1,2,420,2020-01-04 01:00:00,264.447240373683,3,1,Excellent,2500.755918415129,53,0.1,0,1,2,0,264.447240373683,1,264.447240373683,2291,0.0
17916,Charlie,50,1,3,4,921,2020-01-04 02:00:00,430.3964532471448,1,4,Average,2152.285464425861,57,0.1,1,1,2,1,430.3964532471448,1,430.3964532471448,2291,1.0
10878,Bob,36,1,0,4,631,2020-01-04 04:00:00,445.4596752445512,1,3,Excellent,4751.315039904985,84,0.1,1,2,1,0,445.4596752445512,1,445.4596752445512,2291,1.0
14887,John,27,1,4,1,588,2020-01-04 06:00:00,147.3060394253798,1,5,Good,934.9120662877558,43,0.1,0,1,2,1,147.3060394253798,1,147.3060394253798,2291,2.0
14859,John,57,2,1,3,591,2020-01-04 07:00:00,36.02910585751054,3,5,,268.3336935616219,15,0.1,0,0,1,1,36.02910585751054,1,36.02910585751054,2291,2.0
18571,Charlie,59,0,4,3,351,2020-01-04 09:00:00,214.3570657540257,3,3,,2690.086629131007,12,0.1,0,0,1,0,214.3570657540257,1,214.3570657540257,2291,2.0
18684,Alice,18,1,4,4,176,2020-01-04 10:00:00,122.2671408165855,2,4,Good,1451.933039943113,34,0.1,1,0,0,1,122.2671408165855,1,122.2671408165855,2290,2.0
17208,Charlie,46,1,0,2,746,2020-01-04 11:00:00,123.577236032124,3,2,Bad,875.8737868360156,90,0.1,0,2,2,1,123.577236032124,1,123.577236032124,2290,0.0
15276,Alice,67,1,4,0,491,2020-01-04 12:00:00,451.6859712023243,0,2,,4717.619120999543,53,0.1,0,1,0,0,451.6859712023243,1,451.6859712023243,2290,1.0
10064,John,68,1,3,4,272,2020-01-04 14:00:00,281.2301338250198,1,1,Bad,2987.126736484649,65,0.1,1,1,2,0,281.2301338250198,1,281.2301338250198,2290,1.0
18006,Eve,30,0,4,0,974,2020-01-04 15:00:00,311.8942922037033,3,3,Good,2940.529963084663,48,0.1,0,1,1,0,311.8942922037033,1,311.8942922037033,2290,1.0
12568,Charlie,18,0,1,1,300,2020-01-04 16:00:00,242.4195295696426,3,4,,1396.31904270048,65,0.1,0,1,2,1,242.4195295696426,1,242.4195295696426,2290,0.0
15463,Eve,51,1,2,0,316,2020-01-04 17:00:00,201.9166060106163,3,4,Average,1426.734366458731,22,0.1,0,0,2,1,201.9166060106163,1,201.9166060106163,2290,2.0
12027,Eve,46,0,1,4,475,2020-01-04 18:00:00,458.5836717969824,1,5,Bad,4656.697558920294,70,0.1,0,1,2,0,458.5836717969824,1,458.5836717969824,2290,1.0
12695,Eve,65,2,2,0,819,2020-01-04 19:00:00,71.55022472494801,0,1,Bad,701.3013408963617,36,0.1,0,0,1,1,71.55022472494801,1,71.55022472494801,2290,2.0
19687,Charlie,64,1,4,3,685,2020-01-04 20:00:00,215.0389269609517,3,2,Excellent,1613.475802896593,11,0.1,0,0,1,1,215.0389269609517,1,215.0389269609517,2290,2.0
15618,Alice,65,0,1,0,898,2020-01-04 22:00:00,254.0938529230627,3,3,Average,3259.346581147377,42,0.1,0,1,1,0,254.0938529230627,1,254.0938529230627,2290,1.0
16736,Charlie,66,0,2,2,867,2020-01-04 23:00:00,234.2396185271358,2,2,,2462.567161057485,95,0.1,0,2,2,0,234.2396185271358,1,234.2396185271358,2290,0.0
13099,Eve,34,2,0,1,783,2020-01-05 04:00:00,100.3223610042137,0,2,Good,1392.456200425119,55,0.1,0,1,2,1,100.3223610042137,1,100.3223610042137,2290,0.0
18392,Bob,30,1,0,3,917,2020-01-05 06:00:00,383.699753790509,1,5,Bad,5533.955726935075,57,0.1,0,1,2,0,383.699753790509,1,383.699753790509,2290,1.0
13104,Charlie,22,2,4,4,472,2020-01-05 07:00:00,219.4465412197144,0,5,Excellent,3107.949506415686,67,0.1,0,1,1,0,219.4465412197144,1,219.4465412197144,2290,0.0
17215,,43,1,2,1,372,2020-01-05 08:00:00,317.0554048227616,3,2,Good,2279.820434803248,4,0.1,0,0,1,1,317.0554048227616,1,317.0554048227616,2290,2.0
12454,Alice,66,2,4,3,996,2020-01-05 09:00:00,366.5207382193242,1,2,,5168.701139417696,93,0.1,0,2,0,0,366.5207382193242,1,366.5207382193242,2290,1.0
18996,Alice,20,0,4,0,790,2020-01-05 10:00:00,342.8651660036412,2,2,Average,4377.018480942739,84,0.1,0,2,2,0,585.3077595912046,2,292.6538797956023,2245,1.0
18154,Alice,66,1,1,3,608,2020-01-05 12:00:00,200.0702791863476,2,2,,1307.737209328446,46,0.1,0,1,1,1,200.0702791863476,1,200.0702791863476,2289,2.0
19762,Bob,56,1,0,3,231,2020-01-05 13:00:00,194.2203557239252,0,5,Average,2174.557957651648,70,0.1,0,1,1,1,194.2203557239252,1,194.2203557239252,2289,0.0
15056,Alice,18,2,0,4,954,2020-01-05 14:00:00,323.6239104957276,0,2,,4571.90253506231,46,0.1,1,1,0,0,323.6239104957276,1,323.6239104957276,2289,1.0
13840,John,34,1,1,4,418,2020-01-05 16:00:00,426.0748015143702,3,5,Bad,4520.555046553161,82,0.1,0,2,1,0,426.0748015143702,1,426.0748015143702,2289,1.0
11028,Bob,60,1,2,2,943,2020-01-05 17:00:00,438.6039723200889,3,3,Bad,4998.749282428723,99,0.1,0,2,2,0,438.6039723200889,1,438.6039723200889,2289,1.0
17385,John,42,1,4,2,952,2020-01-05 18:00:00,93.57458522319405,0,5,Average,818.2111854189478,49,0.1,0,1,1,1,93.57458522319405,1,93.57458522319405,2289,0.0
10502,Bob,20,1,2,0,720,2020-01-05 19:00:00,76.75448925740557,2,1,Bad,503.3479972226863,70,0.1,0,1,1,1,76.75448925740557,1,76.75448925740557,2289,0.0
16910,Charlie,32,0,1,4,884,2020-01-05 20:00:00,318.8964537576397,3,5,Excellent,1849.611031473014,12,0.1,1,0,1,1,318.8964537576397,1,318.8964537576397,2289,2.0
19062,John,46,2,0,4,267,2020-01-05 21:00:00,157.6006165505169,3,5,Average,1504.052297652902,47,0.1,0,1,0,1,157.6006165505169,1,157.6006165505169,2289,2.0
14488,Bob,49,1,3,1,279,2020-01-05 23:00:00,445.434907987848,2,3,Good,5691.49865679579,48,0.1,0,1,0,0,445.434907987848,1,445.434907987848,2289,1.0
10206,Eve,43,0,3,0,157,2020-01-06 00:00:00,121.181375949466,1,5,,1287.424941226256,43,0.1,0,1,2,1,121.181375949466,1,121.181375949466,2289,2.0
15134,John,33,1,2,2,579,2020-01-06 01:00:00,465.3475193260464,3,5,,5970.454516002364,7,0.1,0,0,2,0,465.3475193260464,1,465.3475193260464,2289,1.0
15977,Eve,42,2,0,1,690,2020-01-06 02:00:00,361.5428809303443,1,4,Average,3896.148762114895,17,0.1,0,0,2,0,635.5643708826822,2,317.7821854413411,2270,1.0
17035,John,26,2,2,2,160,2020-01-06 04:00:00,108.7161329386486,3,1,,919.0180788233882,55,0.1,0,1,0,1,108.7161329386486,1,108.7161329386486,2289,0.0
17858,Eve,46,0,2,4,220,2020-01-06 06:00:00,265.4211993737922,3,5,,2371.628560844623,81,0.1,0,2,2,0,265.4211993737922,1,265.4211993737922,2289,0.0
10863,Eve,39,2,2,2,818,2020-01-06 07:00:00,94.32892779843246,2,5,Excellent,501.8963045436755,12,0.1,0,0,2,1,94.32892779843246,1,94.32892779843246,2289,2.0
12790,Charlie,33,1,2,0,645,2020-01-06 08:00:00,159.6615294146858,2,5,,1296.779220653516,27,0.1,0,0,1,1,159.6615294146858,1,159.6615294146858,2289,2.0
17408,Eve,58,1,4,4,681,2020-01-06 09:00:00,167.5166141944242,3,5,Good,1217.378272877159,53,0.1,0,1,2,1,167.5166141944242,1,167.5166141944242,2289,0.0
18755,Eve,68,0,2,4,116,2020-01-06 10:00:00,88.21866729385441,1,1,,558.216556005487,56,0.1,0,1,2,1,88.21866729385441,1,88.21866729385441,2288,0.0
15116,Eve,61,2,2,3,595,2020-01-06 11:00:00,110.5395883636288,2,3,,1379.599176268443,61,0.1,0,1,2,1,110.5395883636288,1,110.5395883636288,2288,0.0
16019,Alice,68,1,4,4,596,2020-01-06 12:00:00,396.3904025840457,2,4,Bad,3676.200000778768,96,0.1,0,2,1,0,396.3904025840457,1,396.3904025840457,2288,1.0
11757,Charlie,58,0,4,1,604,2020-01-06 13:00:00,91.92596872816151,3,3,Average,1027.770982839553,76,0.1,1,1,2,1,91.92596872816151,1,91.92596872816151,2288,0.0
17574,Eve,24,2,1,2,631,2020-01-06 14:00:00,23.94412200352202,3,3,,284.1455006230518,64,0.1,0,1,2,1,23.94412200352202,1,23.94412200352202,2288,0.0
16374,Charlie,31,0,0,1,414,2020-01-06 15:00:00,318.3839218881798,0,1,Good,2195.55133055759,30,0.1,1,0,2,1,318.3839218881798,1,318.3839218881798,2288,2.0
16892,Bob,46,0,3,3,168,2020-01-06 16:00:00,488.2317285023005,3,4,Bad,2865.942311447749,96,0.1,0,2,2,0,488.2317285023005,1,488.2317285023005,2288,1.0
11678,Bob,36,1,3,3,826,2020-01-06 17:00:00,172.2947691653295,3,5,,1930.369543686237,42,0.1,0,1,1,1,172.2947691653295,1,172.2947691653295,2288,2.0
13242,,36,1,2,2,260,2020-01-06 18:00:00,68.14129456616362,2,1,,934.5529993310881,14,0.1,0,0,2,1,68.14129456616362,1,68.14129456616362,2288,2.0
14636,Charlie,19,1,1,4,713,2020-01-06 19:00:00,289.4897894300901,2,1,Bad,1749.484847428621,2,0.1,0,0,2,1,289.4897894300901,1,289.4897894300901,2288,2.0
11059,Charlie,58,0,2,0,987,2020-01-06 20:00:00,454.1135634368666,2,4,Good,3618.043765772864,91,0.1,0,2,2,0,454.1135634368666,1,454.1135634368666,2288,1.0
16668,,62,1,3,3,817,2020-01-06 21:00:00,394.1902721159546,1,2,Average,2322.205401575973,14,0.1,0,0,1,0,394.1902721159546,1,394.1902721159546,2288,2.0
19914,Alice,32,0,4,2,244,2020-01-06 22:00:00,315.0327755222308,2,1,Bad,4608.544433686556,63,0.1,1,1,2,0,315.0327755222308,1,315.0327755222308,2288,1.0
15915,Charlie,28,1,1,4,694,2020-01-07 00:00:00,275.5212849053478,3,3,Bad,3992.291473788482,76,0.1,0,1,0,0,275.5212849053478,1,275.5212849053478,2288,1.0
19789,Charlie,63,2,4,3,484,2020-01-07 01:00:00,54.70997223908513,0,5,,593.2672150547482,73,0.1,0,1,2,1,54.70997223908513,1,54.70997223908513,2288,0.0
12693,Alice,47,2,0,2,368,2020-01-07 02:00:00,342.6832578975283,2,1,Bad,1937.348127728586,73,0.1,1,1,2,1,342.6832578975283,1,342.6832578975283,2288,0.0
19555,Charlie,35,0,1,2,798,2020-01-07 04:00:00,482.8654952258602,2,1,Excellent,5129.293056344911,47,0.1,0,1,1,0,502.91584569285186,2,251.45792284642593,2288,1.0
15450,John,68,0,3,3,617,2020-01-07 05:00:00,137.5947057850851,2,4,,858.5897043318993,24,0.1,1,0,1,1,137.5947057850851,1,137.5947057850851,2288,2.0
11663,Charlie,65,0,4,0,964,2020-01-07 06:00:00,19.04364533108109,0,1,Bad,219.88639163687,97,0.1,0,2,1,1,19.04364533108109,1,19.04364533108109,2288,0.0
15592,Alice,49,0,1,4,209,2020-01-07 08:00:00,356.3273471544391,2,3,,3063.897009596424,26,0.1,0,0,2,0,409.9389043659521,2,204.96945218297606,2283,1.0
17392,Alice,25,1,0,2,582,2020-01-07 09:00:00,397.2996631826641,0,4,Good,4288.871062055778,72,0.1,0,1,2,0,835.2579037244775,2,417.62895186223875,2286,1.0
11306,Charlie,39,1,3,0,506,2020-01-07 10:00:00,104.9320771821572,2,3,,755.7429663200523,61,0.1,1,1,1,1,104.9320771821572,1,104.9320771821572,2287,0.0
16776,Charlie,23,2,2,3,749,2020-01-07 11:00:00,138.2589058281416,1,5,Excellent,1878.066679750501,77,0.1,0,1,2,1,138.2589058281416,1,138.2589058281416,2287,0.0
15864,Charlie,29,2,3,2,150,2020-01-07 12:00:00,261.1695533809752,1,4,,3361.685748278192,80,0.1,0,1,2,0,261.1695533809752,1,261.1695533809752,2287,0.0
19474,Alice,64,2,2,2,502,2020-01-07 13:00:00,171.9943968853009,1,2,,1421.121564872605,21,0.1,0,0,1,1,171.9943968853009,1,171.9943968853009,2287,2.0
17526,Charlie,57,1,4,4,662,2020-01-07 14:00:00,431.6506284278481,1,3,,2655.268816117828,64,0.1,0,1,2,0,431.6506284278481,1,431.6506284278481,2287,1.0
18901,Charlie,53,1,4,4,575,2020-01-07 15:00:00,242.1424753319729,3,1,Good,2006.985860995424,16,0.1,0,0,2,1,439.8446566140044,2,219.9223283070022,2241,2.0
15575,Eve,32,1,1,2,186,2020-01-07 16:00:00,401.7935356099815,1,1,Excellent,5951.143461759231,25,0.1,0,0,1,0,401.7935356099815,1,401.7935356099815,2287,1.0
15530,John,45,0,4,2,167,2020-01-07 17:00:00,294.5036826363533,0,1,Bad,3951.101357768769,5,0.1,0,0,1,0,294.5036826363533,1,294.5036826363533,2287,2.0
14413,Bob,69,1,1,4,695,2020-01-07 18:00:00,388.8141693923849,2,4,,5172.314510995796,93,0.1,0,2,1,0,388.8141693923849,1,388.8141693923849,2287,1.0
13748,John,66,2,3,0,141,2020-01-07 19:00:00,173.0097633998587,0,2,,2051.994097754838,70,0.1,0,1,2,1,173.0097633998587,1,173.0097633998587,2287,0.0
10663,Eve,62,2,4,1,830,2020-01-07 20:00:00,417.3941447458525,1,2,Average,2988.132030095687,90,0.1,1,2,1,0,417.3941447458525,1,417.3941447458525,2287,1.0
17994,Charlie,19,1,3,2,837,2020-01-07 22:00:00,277.5884159216125,1,3,Average,2357.268219824889,94,0.1,0,2,1,0,277.5884159216125,1,277.5884159216125,2287,0.0
11495,Eve,30,2,4,4,295,2020-01-07 23:00:00,114.8634854551984,1,4,Average,1309.104811641177,87,0.1,0,2,2,1,114.8634854551984,1,114.8634854551984,2287,0.0
13304,Charlie,62,1,3,3,859,2020-01-08 00:00:00,243.0079955968347,3,1,Good,1711.84946787122,40,0.1,1,0,2,1,243.0079955968347,1,243.0079955968347,2287,2.0
15232,Eve,37,0,4,1,161,2020-01-08 02:00:00,140.684681012235,3,2,,1486.362734982602,5,0.1,0,0,1,1,140.684681012235,1,140.684681012235,2287,2.0
11853,Alice,46,2,4,0,362,2020-01-08 03:00:00,483.8226588337384,3,1,,4402.19226165675,37,0.1,0,0,1,0,483.8226588337384,1,483.8226588337384,2287,1.0
13581,Alice,20,1,0,0,810,2020-01-08 06:00:00,492.2408301467753,2,2,,2719.640615843395,82,0.1,0,2,1,0,492.2408301467753,1,492.2408301467753,2287,1.0
17280,John,20,1,3,4,125,2020-01-08 08:00:00,352.5234328806266,1,2,Excellent,2031.428383360504,63,0.1,0,1,1,1,352.5234328806266,1,352.5234328806266,2287,1.0
11636,Charlie,31,0,1,4,509,2020-01-08 09:00:00,133.9267847225807,3,2,,899.6440694086302,25,0.1,0,0,0,1,133.9267847225807,1,133.9267847225807,2287,2.0
13696,Eve,57,1,4,2,857,2020-01-08 10:00:00,29.83903392086918,0,1,Average,179.7586119890185,5,0.1,1,0,2,1,29.83903392086918,1,29.83903392086918,2286,2.0
10698,Charlie,21,2,4,1,630,2020-01-08 11:00:00,207.4158936887491,3,4,Average,2893.120241080092,17,0.1,0,0,2,0,610.7270418266296,2,305.3635209133148,2272,2.0
14737,Alice,69,1,0,2,876,2020-01-08 12:00:00,468.2567269837288,2,3,Average,4299.181088638362,20,0.1,0,0,1,0,468.2567269837288,1,468.2567269837288,2286,1.0
18164,Alice,48,2,2,3,631,2020-01-08 14:00:00,298.063989045593,2,4,,4164.851502064546,96,0.1,0,2,2,0,298.063989045593,1,298.063989045593,2286,1.0
17392,John,49,1,3,0,848,2020-01-08 16:00:00,437.9582405418133,0,2,,4409.871313295869,68,0.1,0,1,0,0,835.2579037244775,2,417.62895186223875,2286,1.0
16528,John,44,0,1,4,917,2020-01-08 17:00:00,51.16084011510657,3,4,Excellent,312.8834317912039,28,0.1,0,0,1,1,51.16084011510657,1,51.16084011510657,2286,2.0
15172,John,60,2,3,0,345,2020-01-08 19:00:00,343.2537522323059,0,4,Average,3932.412171405968,15,0.1,1,0,2,0,343.2537522323059,1,343.2537522323059,2286,1.0
11707,John,19,2,4,1,180,2020-01-08 20:00:00,337.8492082625188,2,5,,4544.825173313749,46,0.1,0,1,2,0,337.8492082625188,1,337.8492082625188,2286,1.0
15791,John,66,1,1,4,761,2020-01-08 21:00:00,471.7439025181681,3,2,,6912.225661301793,61,0.1,1,1,2,0,655.8603595457462,2,327.9301797728731,2228,1.0
